ID,Nivel_Educacion,Sector_Trabajo,Ocupacion,Horas_Semanales,Ingreso_Mensual_MXN,Clase_Ingreso
5669,Media Superior,Construcción,Programador,31,8500.0,Baja
5670,Media Superior,Construcción,Camarero,54,8500.0,Baja
5671,Básica,Manufactura,Zapatero,35,11900.0,Baja
5672,Licenciatura,Manufactura,Físico/a,31,14800.0,Baja
5673,Licenciatura,Finanzas,Enfermero/a,46,29400.0,Media
5674,Media Superior,Servicios,Cajero,21,18900.0,Media
5675,Básica,Servicios,Periodista,22,8500.0,Baja
5676,Licenciatura,Manufactura,Filólogo/a,23,8500.0,Baja
5677,Posgrado,Manufactura,Radiólogo/a,41,29800.0,Media
5678,Posgrado,Finanzas,Apicultor,33,18600.0,Media
5679,Básica,Construcción,Relojero,37,21200.0,Media
5680,Licenciatura,Manufactura,Economista,34,13700.0,Baja
5681,Básica,Servicios,Vendedor,23,9300.0,Baja
5682,Posgrado,Manufactura,Matemático/a,45,13200.0,Baja
5683,Media Superior,Finanzas,Cajero,36,9900.0,Baja
5684,Media Superior,Servicios,Geógrafo/a,38,8500.0,Baja
5685,Posgrado,Servicios,Repartidor,31,17200.0,Media
5686,Licenciatura,Finanzas,Fumigador,24,13200.0,Baja
5687,Licenciatura,Servicios,Imprentero,53,21500.0,Media
5688,Básica,Construcción,Carnicero,59,8500.0,Baja
5689,Licenciatura,Construcción,Programador,45,9400.0,Baja
5690,Básica,Servicios,Obrero,47,18900.0,Media
5691,Posgrado,Construcción,Carnicero,56,23300.0,Media
5692,Básica,Comercio,Cerrajero,28,8500.0,Baja
5693,Licenciatura,Finanzas,Frutero,41,17500.0,Media
5694,Media Superior,Servicios,Chofer transportista,44,8500.0,Baja
5695,Media Superior,Servicios,Farmacólogo/a,29,8500.0,Baja
5696,Posgrado,Servicios,Tornero,31,13500.0,Baja
5697,Licenciatura,Comercio,Agricultor,40,10600.0,Baja
5698,Básica,Gobierno,Joyero,23,8500.0,Baja
5699,Media Superior,Manufactura,Ingeniero/a,29,8500.0,Baja
5700,Básica,Servicios,Lingüista,50,16300.0,Media
5701,Media Superior,Informal,Farmacólogo/a,59,14600.0,Baja
5702,Posgrado,Servicios,Escritor,51,23700.0,Media
5703,Básica,Servicios,Joyero,58,22600.0,Media
5704,Básica,Finanzas,Relojero,22,14300.0,Baja
5705,Licenciatura,Gobierno,Albañil,50,23500.0,Media
5706,Básica,Servicios,Médico/a cirujano/a,55,14300.0,Baja
5707,Licenciatura,Gobierno,Chofer transportista,44,16300.0,Media
5708,Media Superior,Servicios,Administrador/a,39,8500.0,Baja
5709,Licenciatura,Finanzas,Psicólogo/a,41,21600.0,Media
5710,Básica,Gobierno,Ingeniero/a,37,8800.0,Baja
5711,Básica,Informal,Camarero,26,8500.0,Baja
5712,Media Superior,Finanzas,Imprentero,54,26300.0,Media
5713,Media Superior,Gobierno,Chofer transportista,55,19300.0,Media
5714,Licenciatura,Manufactura,Diseñador/a gráfico,35,15500.0,Media
5715,Básica,Comercio,Técnico/a de sonido,48,14100.0,Baja
5716,Licenciatura,Informal,Administrador/a,28,15100.0,Media
5717,Básica,Construcción,Sastre,52,11100.0,Baja
5718,Básica,Manufactura,Lutier,40,12400.0,Baja
5719,Media Superior,Gobierno,Psicoanalista,36,9800.0,Baja
5720,Media Superior,Manufactura,Animador,47,20200.0,Media
5721,Media Superior,Servicios,Animador,21,8500.0,Baja
5722,Licenciatura,Servicios,Sastre,22,8500.0,Baja
5723,Posgrado,Comercio,Chofer transportista,36,11200.0,Baja
5724,Media Superior,Informal,Albañil,48,10300.0,Baja
5725,Básica,Comercio,Cocinero,54,8800.0,Baja
5726,Media Superior,Manufactura,Apicultor,49,8500.0,Baja
5727,Licenciatura,Gobierno,Administrador/a,30,13200.0,Baja
5728,Licenciatura,Gobierno,Paleontólogo/a,59,25800.0,Media
5729,Posgrado,Servicios,Cerrajero,22,12800.0,Baja
5730,Media Superior,Manufactura,Farmacólogo/a,57,29000.0,Media
5731,Licenciatura,Construcción,Músico/a,41,8500.0,Baja
5732,Media Superior,Comercio,Bibliotecario/a,49,23500.0,Media
5733,Licenciatura,Servicios,Traductor/a,20,15500.0,Media
5734,Licenciatura,Gobierno,Maestro,48,27100.0,Media
5735,Licenciatura,Informal,Desarrollador/a web,51,25100.0,Media
5736,Licenciatura,Servicios,Ingeniero/a,35,14200.0,Baja
5737,Licenciatura,Informal,Desarrollador/a web,26,10000.0,Baja
5738,Media Superior,Manufactura,Barbero,29,15800.0,Media
5739,Licenciatura,Gobierno,Lavandero,35,12800.0,Baja
5740,Licenciatura,Informal,Traductor/a,56,13800.0,Baja
5741,Licenciatura,Finanzas,Músico/a,49,26900.0,Media
5742,Licenciatura,Gobierno,Abogado/a,46,22100.0,Media
5743,Básica,Informal,Animador,53,10700.0,Baja
5744,Media Superior,Finanzas,Técnico/a de sonido,35,23300.0,Media
5745,Básica,Servicios,Panadero,27,8500.0,Baja
5746,Media Superior,Servicios,Fumigador,50,11800.0,Baja
5747,Media Superior,Construcción,Pastor,49,16400.0,Media
5748,Licenciatura,Informal,Herrero,29,12900.0,Baja
5749,Licenciatura,Comercio,Economista,32,12900.0,Baja
5750,Básica,Manufactura,Músico/a,47,21900.0,Media
5751,Básica,Gobierno,Actuario/a,45,22000.0,Media
5752,Licenciatura,Construcción,Geógrafo/a,51,20000.0,Media
5753,Básica,Informal,Matemático/a,20,8500.0,Baja
5754,Licenciatura,Construcción,Barrendero,20,8500.0,Baja
5755,Licenciatura,Gobierno,Carpintero,59,22000.0,Media
5756,Media Superior,Gobierno,Sastre,51,17100.0,Media
5757,Media Superior,Servicios,Farmacólogo/a,29,9500.0,Baja
5758,Media Superior,Construcción,Apicultor,21,8500.0,Baja
5759,Licenciatura,Comercio,Barbero,27,12800.0,Baja
5760,Media Superior,Servicios,Mecánico,20,8500.0,Baja
5761,Media Superior,Servicios,Matemático/a,29,8500.0,Baja
5762,Básica,Gobierno,Agricultor,39,10300.0,Baja
5763,Licenciatura,Manufactura,Filólogo/a,57,23400.0,Media
5764,Licenciatura,Manufactura,Veterinario/a,20,10700.0,Baja
5765,Media Superior,Finanzas,Farmacólogo/a,46,21600.0,Media
5766,Media Superior,Servicios,Profesor/a,44,14600.0,Baja
5767,Licenciatura,Gobierno,Cajero,48,21900.0,Media
5768,Licenciatura,Manufactura,Barrendero,26,12900.0,Baja
5769,Media Superior,Informal,Animador,22,9000.0,Baja
5770,Licenciatura,Gobierno,Psicoanalista,26,12600.0,Baja
5771,Básica,Manufactura,Lechero,43,12800.0,Baja
5772,Posgrado,Gobierno,Ferretero,29,24100.0,Media
5773,Básica,Manufactura,Frutero,25,8500.0,Baja
5774,Básica,Gobierno,Radiólogo/a,49,21700.0,Media
5775,Licenciatura,Finanzas,Barbero,33,14000.0,Baja
5776,Licenciatura,Comercio,Meteorólogo/a,22,8500.0,Baja
5777,Licenciatura,Gobierno,Bombero,40,26300.0,Media
5778,Media Superior,Comercio,Físico/a,32,8500.0,Baja
5779,Media Superior,Gobierno,Psicólogo/a,46,18900.0,Media
5780,Media Superior,Manufactura,Filólogo/a,39,8500.0,Baja
5781,Licenciatura,Manufactura,Administrador/a,27,8800.0,Baja
5782,Licenciatura,Manufactura,Imprentero,20,8500.0,Baja
5783,Licenciatura,Construcción,Químico/a,26,13600.0,Baja
5784,Básica,Informal,Escritor,34,9800.0,Baja
5785,Media Superior,Servicios,Radiólogo/a,36,15900.0,Media
5786,Posgrado,Servicios,Actuario/a,27,18500.0,Media
5787,Básica,Comercio,Veterinario/a,21,11500.0,Baja
5788,Media Superior,Comercio,Joyero,51,16400.0,Media
5789,Media Superior,Construcción,Vigilante,48,9000.0,Baja
5790,Licenciatura,Gobierno,Herrero,55,22100.0,Media
5791,Licenciatura,Informal,Lutier,49,17800.0,Media
5792,Licenciatura,Finanzas,Camarero,30,9400.0,Baja
5793,Media Superior,Comercio,Mecánico,45,8500.0,Baja
5794,Licenciatura,Comercio,Joyero,23,15600.0,Media
5795,Básica,Finanzas,Barbero,31,20000.0,Media
5796,Licenciatura,Manufactura,Meteorólogo/a,23,8500.0,Baja
5797,Licenciatura,Gobierno,Kinesiólogo/a,52,23000.0,Media
5798,Media Superior,Informal,Afilador,57,17100.0,Media
5799,Licenciatura,Gobierno,Jardinero,57,33600.0,Media
5800,Básica,Construcción,Lutier,29,8500.0,Baja
5801,Básica,Gobierno,Contador/a,58,32300.0,Media
5802,Licenciatura,Informal,Barbero,53,19000.0,Media
5803,Media Superior,Gobierno,Actuario/a,26,14800.0,Baja
5804,Licenciatura,Finanzas,Filólogo/a,20,15400.0,Media
5805,Licenciatura,Informal,Joyero,52,16100.0,Media
5806,Licenciatura,Manufactura,Administrador/a,42,12000.0,Baja
5807,Licenciatura,Gobierno,Panadero,59,34100.0,Media
5808,Licenciatura,Informal,Músico/a,44,23800.0,Media
5809,Media Superior,Servicios,Psicólogo/a,23,8500.0,Baja
5810,Licenciatura,Manufactura,Camarero,24,8500.0,Baja
5811,Media Superior,Informal,Lingüista,45,11400.0,Baja
5812,Media Superior,Servicios,Geógrafo/a,35,12100.0,Baja
5813,Básica,Manufactura,Escultor,46,8500.0,Baja
5814,Media Superior,Informal,Farmacólogo/a,43,11600.0,Baja
5815,Media Superior,Informal,Psicoanalista,50,17900.0,Media
5816,Licenciatura,Informal,Afilador,55,11400.0,Baja
5817,Licenciatura,Construcción,Cajero,38,17000.0,Media
5818,Licenciatura,Servicios,Psicoanalista,46,27900.0,Media
5819,Básica,Construcción,Escritor,23,10600.0,Baja
5820,Licenciatura,Servicios,Biólogo/a,32,17100.0,Media
5821,Licenciatura,Finanzas,Peluquero,30,18400.0,Media
5822,Básica,Servicios,Sastre,34,15500.0,Media
5823,Posgrado,Finanzas,Contador/a,28,17800.0,Media
5824,Media Superior,Gobierno,Veterinario/a,30,14700.0,Baja
5825,Media Superior,Manufactura,Historiador/a,46,20900.0,Media
5826,Básica,Manufactura,Arquitecto/a,54,23000.0,Media
5827,Posgrado,Construcción,Peletero,39,15100.0,Media
5828,Básica,Comercio,Telefonista,39,8500.0,Baja
5829,Licenciatura,Servicios,Químico/a,27,11800.0,Baja
5830,Básica,Gobierno,Repartidor,57,14700.0,Baja
5831,Media Superior,Manufactura,Fumigador,25,8500.0,Baja
5832,Básica,Servicios,Ferretero,36,14800.0,Baja
5833,Media Superior,Comercio,Enfermero/a,20,11400.0,Baja
5834,Licenciatura,Gobierno,Soldador,31,16500.0,Media
5835,Media Superior,Manufactura,Afilador,37,9800.0,Baja
5836,Media Superior,Informal,Actuario/a,57,26600.0,Media
5837,Licenciatura,Manufactura,Profesor/a,58,20000.0,Media
5838,Media Superior,Servicios,Imprentero,37,8500.0,Baja
5839,Licenciatura,Construcción,Paleontólogo/a,27,18000.0,Media
5840,Licenciatura,Informal,Historiador/a,57,21900.0,Media
5841,Media Superior,Gobierno,Herrero,32,8500.0,Baja
5842,Licenciatura,Informal,Camarero,41,14800.0,Baja
5843,Media Superior,Comercio,Lutier,29,8500.0,Baja
5844,Media Superior,Informal,Matemático/a,27,15600.0,Media
5845,Media Superior,Comercio,Enfermero/a,54,22900.0,Media
5846,Media Superior,Manufactura,Lutier,54,10300.0,Baja
5847,Básica,Servicios,Técnico/a de sonido,30,14000.0,Baja
5848,Media Superior,Comercio,Abogado/a,41,8500.0,Baja
5849,Posgrado,Comercio,Administrador/a,46,20600.0,Media
5850,Media Superior,Manufactura,Lavandero,37,8500.0,Baja
5851,Posgrado,Informal,Arquitecto/a,59,30200.0,Media
5852,Licenciatura,Manufactura,Fumigador,48,16500.0,Media
5853,Licenciatura,Servicios,Pintor,58,14400.0,Baja
5854,Posgrado,Comercio,Actuario/a,55,27400.0,Media
5855,Básica,Informal,Veterinario/a,20,8500.0,Baja
5856,Media Superior,Servicios,Geógrafo/a,22,8500.0,Baja
5857,Básica,Gobierno,Psicólogo/a,55,20400.0,Media
5858,Posgrado,Servicios,Escultor,49,18300.0,Media
5859,Básica,Comercio,Diseñador/a gráfico,28,8500.0,Baja
5860,Licenciatura,Manufactura,Ferretero,22,8500.0,Baja
5861,Licenciatura,Comercio,Profesor/a,29,16200.0,Media
5862,Básica,Finanzas,Enfermero/a,36,15700.0,Media
5863,Licenciatura,Manufactura,Técnico/a de sonido,44,10600.0,Baja
5864,Media Superior,Gobierno,Matemático/a,52,25200.0,Media
5865,Media Superior,Finanzas,Camarero,37,17700.0,Media
5866,Básica,Gobierno,Lechero,34,14800.0,Baja
5867,Básica,Construcción,Mecánico,27,8500.0,Baja
5868,Media Superior,Finanzas,Geógrafo/a,28,14200.0,Baja
5869,Media Superior,Finanzas,Economista,46,15300.0,Media
5870,Media Superior,Finanzas,Químico/a,32,19400.0,Media
5871,Media Superior,Comercio,Fontanero o plomero,30,8500.0,Baja
5872,Posgrado,Comercio,Tornero,33,8500.0,Baja
5873,Media Superior,Construcción,Kinesiólogo/a,38,12600.0,Baja
5874,Licenciatura,Construcción,Barrendero,46,11100.0,Baja
5875,Básica,Manufactura,Profesor/a,46,22600.0,Media
5876,Media Superior,Gobierno,Radiólogo/a,42,19600.0,Media
5877,Licenciatura,Finanzas,Actuario/a,28,17200.0,Media
5878,Básica,Comercio,Imprentero,24,10100.0,Baja
5879,Media Superior,Servicios,Joyero,57,26200.0,Media
5880,Licenciatura,Servicios,Kinesiólogo/a,32,10200.0,Baja
5881,Media Superior,Gobierno,Bombero,30,12000.0,Baja
5882,Básica,Comercio,Administrador/a,35,11000.0,Baja
5883,Licenciatura,Servicios,Maestro,51,21600.0,Media
5884,Media Superior,Finanzas,Biólogo/a,30,9600.0,Baja
5885,Media Superior,Manufactura,Historiador/a,49,8500.0,Baja
5886,Licenciatura,Manufactura,Psicólogo/a,22,8500.0,Baja
5887,Media Superior,Servicios,Imprentero,25,8500.0,Baja
5888,Media Superior,Manufactura,Actuario/a,47,23500.0,Media
5889,Básica,Manufactura,Pastor,52,11800.0,Baja
5890,Básica,Servicios,Psicólogo/a,40,19200.0,Media
5891,Licenciatura,Comercio,Pastor,33,11900.0,Baja
5892,Licenciatura,Gobierno,Actuario/a,47,26700.0,Media
5893,Licenciatura,Comercio,Economista,33,15000.0,Media
5894,Básica,Manufactura,Animador,30,8500.0,Baja
5895,Licenciatura,Manufactura,Ferretero,25,22900.0,Media
5896,Licenciatura,Manufactura,Peletero,40,29400.0,Media
5897,Básica,Informal,Animador,53,10200.0,Baja
5898,Licenciatura,Servicios,Fumigador,58,23700.0,Media
5899,Licenciatura,Manufactura,Soldador,55,18200.0,Media
5900,Media Superior,Informal,Lavandero,32,8500.0,Baja
5901,Posgrado,Servicios,Telefonista,47,17900.0,Media
5902,Licenciatura,Servicios,Biólogo/a,44,22100.0,Media
5903,Básica,Comercio,Telefonista,53,9400.0,Baja
5904,Licenciatura,Informal,Bombero,28,8500.0,Baja
5905,Licenciatura,Manufactura,Sastre,32,8500.0,Baja
5906,Licenciatura,Finanzas,Paleontólogo/a,28,16500.0,Media
5907,Media Superior,Finanzas,Animador,48,8500.0,Baja
5908,Básica,Construcción,Lutier,38,8500.0,Baja
5909,Básica,Gobierno,Diseñador/a gráfico,22,16400.0,Media
5910,Licenciatura,Comercio,Lingüista,54,20900.0,Media
5911,Licenciatura,Comercio,Leñador,32,16100.0,Media
5912,Licenciatura,Gobierno,Animador,28,10300.0,Baja
5913,Licenciatura,Comercio,Químico/a,20,8500.0,Baja
5914,Básica,Gobierno,Biólogo/a,28,11700.0,Baja
5915,Media Superior,Servicios,Ingeniero/a,54,21500.0,Media
5916,Licenciatura,Construcción,Biólogo/a,39,16100.0,Media
5917,Básica,Comercio,Vigilante,38,12200.0,Baja
5918,Licenciatura,Gobierno,Lavandero,33,8500.0,Baja
5919,Media Superior,Finanzas,Albañil,35,10300.0,Baja
5920,Básica,Informal,Repartidor,24,10500.0,Baja
5921,Licenciatura,Informal,Lingüista,23,9500.0,Baja
5922,Media Superior,Finanzas,Veterinario/a,53,28300.0,Media
5923,Licenciatura,Comercio,Camarero,39,8500.0,Baja
5924,Licenciatura,Servicios,Pintor,52,22200.0,Media
5925,Licenciatura,Gobierno,Diseñador/a gráfico,34,15300.0,Media
5926,Media Superior,Gobierno,Enfermero/a,44,20900.0,Media
5927,Media Superior,Comercio,Lingüista,22,9600.0,Baja
5928,Media Superior,Finanzas,Apicultor,45,15600.0,Media
5929,Básica,Servicios,Repartidor,48,13100.0,Baja
5930,Media Superior,Manufactura,Físico/a,21,10500.0,Baja
5931,Media Superior,Gobierno,Tornero,55,24000.0,Media
5932,Media Superior,Finanzas,Abogado/a,57,27500.0,Media
5933,Media Superior,Comercio,Desarrollador/a web,47,18200.0,Media
5934,Licenciatura,Servicios,Apicultor,23,15100.0,Media
5935,Media Superior,Servicios,Vendedor,45,12900.0,Baja
5936,Media Superior,Gobierno,Imprentero,58,28800.0,Media
5937,Licenciatura,Informal,Bombero,48,11000.0,Baja
5938,Media Superior,Informal,Frutero,56,11100.0,Baja
5939,Media Superior,Servicios,Enfermero/a,45,9500.0,Baja
5940,Media Superior,Gobierno,Paleontólogo/a,35,13700.0,Baja
5941,Básica,Comercio,Veterinario/a,34,8500.0,Baja
5942,Licenciatura,Construcción,Radiólogo/a,44,8800.0,Baja
5943,Básica,Comercio,Soldador,41,16000.0,Media
5944,Media Superior,Manufactura,Meteorólogo/a,45,23700.0,Media
5945,Media Superior,Construcción,Administrador/a,29,12100.0,Baja
5946,Licenciatura,Gobierno,Escultor,24,8500.0,Baja
5947,Licenciatura,Manufactura,Carpintero,37,18300.0,Media
5948,Media Superior,Gobierno,Carnicero,48,25100.0,Media
5949,Licenciatura,Manufactura,Tornero,52,11700.0,Baja
5950,Media Superior,Manufactura,Enfermero/a,38,11600.0,Baja
5951,Básica,Manufactura,Relojero,24,8600.0,Baja
5952,Media Superior,Servicios,Físico/a,28,16500.0,Media
5953,Media Superior,Servicios,Fontanero o plomero,20,8500.0,Baja
5954,Básica,Comercio,Jardinero,40,8500.0,Baja
5955,Media Superior,Gobierno,Bibliotecario/a,55,18100.0,Media
5956,Básica,Finanzas,Cocinero,39,19100.0,Media
5957,Básica,Construcción,Lechero,48,12800.0,Baja
5958,Licenciatura,Manufactura,Bombero,44,15400.0,Media
5959,Posgrado,Servicios,Farmacólogo/a,56,27200.0,Media
5960,Licenciatura,Informal,Telefonista,47,13000.0,Baja
5961,Media Superior,Manufactura,Biólogo/a,53,11000.0,Baja
5962,Licenciatura,Informal,Administrador/a,56,23800.0,Media
5963,Media Superior,Servicios,Repartidor,53,18600.0,Media
5964,Básica,Gobierno,Vendedor,45,13700.0,Baja
5965,Básica,Manufactura,Meteorólogo/a,33,11400.0,Baja
5966,Media Superior,Construcción,Vendedor,37,16800.0,Media
5967,Básica,Manufactura,Técnico/a de sonido,51,19900.0,Media
5968,Posgrado,Finanzas,Telefonista,32,18900.0,Media
5969,Posgrado,Finanzas,Meteorólogo/a,34,27100.0,Media
5970,Licenciatura,Informal,Barbero,35,17000.0,Media
5971,Licenciatura,Servicios,Paleontólogo/a,29,17100.0,Media
5972,Licenciatura,Informal,Ferretero,40,13100.0,Baja
5973,Media Superior,Servicios,Cocinero,25,9200.0,Baja
5974,Posgrado,Informal,Vigilante,37,20400.0,Media
5975,Licenciatura,Construcción,Vigilante,45,18600.0,Media
5976,Media Superior,Servicios,Programador,49,18000.0,Media
5977,Básica,Servicios,Bombero,49,9500.0,Baja
5978,Básica,Construcción,Radiólogo/a,38,8600.0,Baja
5979,Posgrado,Servicios,Geógrafo/a,55,29300.0,Media
5980,Licenciatura,Comercio,Historiador/a,25,13800.0,Baja
5981,Básica,Informal,Albañil,37,9200.0,Baja
5982,Media Superior,Comercio,Cerrajero,30,13500.0,Baja
5983,Media Superior,Manufactura,Bibliotecario/a,34,19400.0,Media
5984,Media Superior,Informal,Actuario/a,28,16200.0,Media
5985,Posgrado,Servicios,Fumigador,34,15800.0,Media
5986,Básica,Comercio,Herrero,39,9700.0,Baja
5987,Básica,Servicios,Profesor/a,44,8500.0,Baja
5988,Licenciatura,Comercio,Actuario/a,20,13800.0,Baja
5989,Media Superior,Finanzas,Fumigador,43,21100.0,Media
5990,Licenciatura,Servicios,Matemático/a,57,27700.0,Media
5991,Media Superior,Informal,Lavandero,20,8700.0,Baja
5992,Licenciatura,Informal,Químico/a,54,20600.0,Media
5993,Licenciatura,Informal,Filólogo/a,30,16400.0,Media
5994,Media Superior,Gobierno,Diseñador/a gráfico,31,19100.0,Media
5995,Media Superior,Manufactura,Músico/a,45,19900.0,Media
5996,Media Superior,Comercio,Kinesiólogo/a,20,9700.0,Baja
5997,Básica,Servicios,Técnico/a de sonido,28,9400.0,Baja
5998,Media Superior,Comercio,Lavandero,34,15800.0,Media
5999,Media Superior,Informal,Artesano,26,8500.0,Baja
6000,Licenciatura,Comercio,Matemático/a,46,18300.0,Media
6001,Licenciatura,Informal,Médico/a cirujano/a,32,13200.0,Baja
6002,Posgrado,Servicios,Camarero,55,25900.0,Media
6003,Básica,Gobierno,Paleontólogo/a,37,20200.0,Media
6004,Licenciatura,Servicios,Fumigador,45,19000.0,Media
6005,Media Superior,Gobierno,Administrador/a,50,16100.0,Media
6006,Básica,Servicios,Pintor,49,19700.0,Media
6007,Media Superior,Comercio,Jardinero,54,8500.0,Baja
6008,Media Superior,Manufactura,Administrador/a,25,12200.0,Baja
6009,Básica,Manufactura,Carnicero,23,10600.0,Baja
6010,Licenciatura,Informal,Leñador,48,22400.0,Media
6011,Media Superior,Construcción,Programador,56,19600.0,Media
6012,Licenciatura,Servicios,Fumigador,51,20000.0,Media
6013,Licenciatura,Construcción,Abogado/a,20,10500.0,Baja
6014,Básica,Manufactura,Albañil,36,13900.0,Baja
6015,Media Superior,Gobierno,Abogado/a,41,10500.0,Baja
6016,Licenciatura,Comercio,Fumigador,39,13700.0,Baja
6017,Licenciatura,Construcción,Farmacólogo/a,55,11500.0,Baja
6018,Media Superior,Informal,Barrendero,54,8600.0,Baja
6019,Licenciatura,Finanzas,Barrendero,36,9200.0,Baja
6020,Posgrado,Finanzas,Óptico,30,9900.0,Baja
6021,Licenciatura,Comercio,Fumigador,26,8500.0,Baja
6022,Media Superior,Manufactura,Lechero,47,10900.0,Baja
6023,Básica,Informal,Afilador,28,8500.0,Baja
6024,Licenciatura,Servicios,Lechero,20,16000.0,Media
6025,Media Superior,Finanzas,Economista,20,15300.0,Media
6026,Licenciatura,Servicios,Biólogo/a,33,12100.0,Baja
6027,Media Superior,Gobierno,Diseñador/a gráfico,59,26900.0,Media
6028,Media Superior,Servicios,Contador/a,31,15100.0,Media
6029,Media Superior,Informal,Psicoanalista,26,8500.0,Baja
6030,Básica,Manufactura,Contador/a,25,9700.0,Baja
6031,Media Superior,Comercio,Radiólogo/a,24,10000.0,Baja
6032,Posgrado,Informal,Herrero,59,26100.0,Media
6033,Licenciatura,Comercio,Guardabosques,27,16100.0,Media
6034,Posgrado,Construcción,Relojero,24,14100.0,Baja
6035,Media Superior,Finanzas,Escultor,51,26300.0,Media
6036,Básica,Servicios,Camarero,37,8500.0,Baja
6037,Licenciatura,Informal,Barbero,55,8700.0,Baja
6038,Media Superior,Servicios,Tornero,43,15200.0,Media
6039,Básica,Informal,Óptico,40,11500.0,Baja
6040,Media Superior,Comercio,Cajero,36,8500.0,Baja
6041,Media Superior,Finanzas,Actuario/a,37,20800.0,Media
6042,Básica,Manufactura,Imprentero,48,15500.0,Media
6043,Licenciatura,Gobierno,Lingüista,49,17100.0,Media
